id,character,jis,joyo,kanken,primary_school
4102,楔,2,0,1,0
4103,楙,2,0,0,0
4104,楜,2,0,0,0
4105,楝,2,0,1,0
4106,楞,2,0,1,0
4107,楡,2,0,1,0
4108,楪,2,0,0,0
4109,楫,2,0,1,0
4110,楮,2,0,1,0
4111,楴,2,0,0,0
4112,楷,2,1,2,0
4113,楸,2,0,1,0
4114,楹,2,0,1,0
4115,楾,2,0,1,0
4116,榁,2,0,1,0
4117,榑,2,0,1,0
4118,榕,2,0,1,0
4119,榜,2,0,1,0
4120,榠,2,0,0,0
4121,榧,2,0,1,0
4122,榮,2,0,0,0
4123,榱,2,0,1,0
4124,榲,2,0,0,0
4125,榴,2,0,1,0
4126,榻,2,0,1,0
4127,榾,2,0,1,0
4128,榿,2,0,0,0
4129,槁,2,0,1,0
4130,槃,2,0,1,0
4131,槇,2,0,0,0
4132,槊,2,0,1,0
4133,槎,2,0,1,0
4134,槐,2,0,1,0
4135,槓,2,0,1,0
4136,槝,2,0,0,0
4137,槞,2,0,0,0
4138,槧,2,0,1,0
4139,槨,2,0,1,0
4140,槫,2,0,0,0
4141,槭,2,0,1,0
4142,槲,2,0,1,0
4143,槹,2,0,1,0
4144,槿,2,0,1,0
4145,樂,2,0,0,0
4146,樅,2,0,1,0
4147,樊,2,0,1,0
4148,樌,2,0,0,0
4149,樒,2,0,1,0
4150,樓,2,0,0,0
4151,樔,2,0,1,0
4152,樛,2,0,1,0
4153,樞,2,0,0,0
4154,樢,2,0,0,0
4155,樣,2,0,0,0
4156,樮,2,0,0,0
4157,樶,2,0,0,0
4158,樸,2,0,1,0
4159,橄,2,0,1,0
4160,橇,2,0,1,0
4161,橈,2,0,1,0
4162,橙,2,0,1,0
4163,橢,2,0,0,0
4164,橦,2,0,1,0
4165,橲,2,0,0,0
4166,橸,2,0,0,0
4167,檄,2,0,1,0
4168,檍,2,0,0,0
4169,檐,2,0,1,0
4170,檗,2,0,1,0
4171,檜,2,0,0,0
4172,檠,2,0,1,0
4173,檢,2,0,0,0
4174,檣,2,0,1,0
4175,檪,2,0,1,0
4176,檬,2,0,1,0
4177,檮,2,0,0,0
4178,檳,2,0,1,0
4179,檸,2,0,1,0
4180,檻,2,0,1,0
4181,櫁,2,0,1,0
4182,櫂,2,0,1,0
4183,櫃,2,0,1,0
4184,櫑,2,0,0,0
4185,櫚,2,0,1,0
4186,櫞,2,0,0,0
4187,櫟,2,0,1,0
4188,櫪,2,0,1,0
4189,櫺,2,0,1,0
4190,櫻,2,0,0,0
4191,欅,2,0,1,0
4192,權,2,0,0,0
4193,欒,2,0,1,0
4194,欖,2,0,1,0
4195,欟,2,0,0,0
4196,欷,2,0,1,0
4197,欸,2,0,1,0
4198,欹,2,0,1,0
4199,歃,2,0,1,0
4200,歇,2,0,1,0
4201,歉,2,0,1,0
4202,歐,2,0,0,0
4203,歔,2,0,1,0
4204,歙,2,0,1,0
4205,歛,2,0,1,0
4206,歟,2,0,1,0
4207,歡,2,0,0,0
4208,歸,2,0,0,0
4209,歹,2,0,0,0
4210,歿,2,0,1,0
4211,殀,2,0,1,0
4212,殃,2,0,1,0
4213,殄,2,0,1,0
4214,殍,2,0,1,0
4215,殕,2,0,0,0
4216,殘,2,0,0,0
4217,殞,2,0,1,0
4218,殤,2,0,1,0
4219,殪,2,0,1,0
4220,殫,2,0,1,0
4221,殯,2,0,1,0
4222,殱,2,0,1,0
4223,殲,2,0,1,0
4224,殳,2,0,0,0
4225,殷,2,0,1,0
4226,殼,2,0,0,0
4227,毀,2,1,2,0
4228,毆,2,0,0,0
4229,毋,2,0,1,0
4230,毓,2,0,0,0
4231,毟,2,0,1,0
4232,毫,2,0,1,0
4233,毬,2,0,1,0
4234,毯,2,0,1,0
4235,毳,2,0,1,0
4236,氈,2,0,1,0
4237,氓,2,0,1,0
4238,气,2,0,0,0
4239,氛,2,0,1,0
4240,氣,2,0,0,0
4241,氤,2,0,0,0
4242,汕,2,0,1,0
4243,汞,2,0,1,0
4244,汢,2,0,0,0
4245,汨,2,0,1,0
4246,汪,2,0,1,0
4247,汳,2,0,0,0
4248,汾,2,0,0,0
4249,沁,2,0,1,0
4250,沂,2,0,1,0
4251,沍,2,0,1,0
4252,沐,2,0,1,0
4253,沒,2,0,0,0
4254,沚,2,0,1,0
4255,沛,2,0,1,0
4256,沮,2,0,1,0
4257,沱,2,0,1,0
4258,沺,2,0,0,0
4259,沽,2,0,1,0
4260,沾,2,0,1,0
4261,泄,2,0,1,0
4262,泅,2,0,1,0
4263,泓,2,0,1,0
4264,泗,2,0,1,0
4265,泙,2,0,0,0
4266,泛,2,0,1,0
4267,泝,2,0,1,0
4268,泪,2,0,1,0
4269,泯,2,0,1,0
4270,泱,2,0,0,0
4271,洌,2,0,1,0
4272,洒,2,0,1,0
4273,洙,2,0,0,0
4274,洟,2,0,1,0
4275,洫,2,0,1,0
4276,洳,2,0,0,0
4277,洵,2,0,1,0
4278,洶,2,0,1,0
4279,洸,2,0,1,0
4280,洽,2,0,1,0
4281,浙,2,0,1,0
4282,浚,2,0,1,0
4283,浣,2,0,1,0
4284,浤,2,0,0,0
4285,浹,2,0,1,0
4286,涅,2,0,1,0
4287,涎,2,0,1,0
4288,涓,2,0,1,0
4289,涕,2,0,1,0
4290,涵,2,0,1,0
4291,涸,2,0,1,0
4292,淅,2,0,1,0
4293,淆,2,0,1,0
4294,淇,2,0,0,0
4295,淌,2,0,1,0
4296,淒,2,0,1,0
4297,淕,2,0,0,0
4298,淙,2,0,1,0
4299,淞,2,0,0,0
4300,淤,2,0,1,0
4301,淦,2,0,0,0
4302,淨,2,0,0,0
4303,淪,2,0,1,0
4304,淬,2,0,1,0
4305,淮,2,0,0,0
4306,淹,2,0,1,0
4307,淺,2,0,0,0
4308,渊,2,0,0,0
4309,渕,2,0,0,0
4310,渙,2,0,1,0
4311,渝,2,0,1,0
4312,渟,2,0,1,0
4313,渣,2,0,1,0
4314,渤,2,0,0,0
4315,渫,2,0,1,0
4316,渭,2,0,1,0
4317,渮,2,0,0,0
4318,游,2,0,1,0
4319,渺,2,0,1,0
4320,渾,2,0,1,0
4321,湃,2,0,1,0
4322,湍,2,0,1,0
4323,湎,2,0,1,0
4324,湟,2,0,0,0
4325,湫,2,0,1,0
4326,湮,2,0,1,0
4327,湲,2,0,1,0
4328,湶,2,0,0,0
4329,溂,2,0,1,0
4330,溏,2,0,1,0
4331,溘,2,0,1,0
4332,溟,2,0,1,0
4333,溥,2,0,1,0
4334,溪,2,0,0,0
4335,溯,2,0,0,0
4336,溲,2,0,1,0
4337,溷,2,0,1,0
4338,溽,2,0,1,0
4339,滂,2,0,1,0
4340,滄,2,0,1,0
4341,滉,2,0,1,0
4342,滌,2,0,1,0
4343,滓,2,0,1,0
4344,滔,2,0,1,0
4345,滕,2,0,1,0
4346,滬,2,0,1,0
4347,滯,2,0,0,0
4348,滲,2,0,1,0
4349,滷,2,0,1,0
4350,滸,2,0,1,0
4351,滾,2,0,1,0
4352,滿,2,0,0,0
4353,漑,2,0,0,0
4354,漓,2,0,1,0
4355,漱,2,0,1,0
4356,漲,2,0,1,0
4357,漾,2,0,1,0
4358,漿,2,0,1,0
4359,潁,2,0,0,0
4360,潘,2,0,1,0
4361,潛,2,0,0,0
4362,潦,2,0,1,0
4363,潭,2,0,1,0
4364,潯,2,0,1,0
4365,潴,2,0,0,0
4366,潸,2,0,1,0
4367,潺,2,0,1,0
4368,潼,2,0,0,0
4369,澀,2,0,0,0
4370,澁,2,0,0,0
4371,澂,2,0,1,0
4372,澆,2,0,1,0
4373,澎,2,0,1,0
4374,澑,2,0,0,0
4375,澡,2,0,1,0
4376,澣,2,0,1,0
4377,澤,2,0,0,0
4378,澪,2,0,1,0
4379,澳,2,0,1,0
4380,澹,2,0,1,0
4381,濂,2,0,0,0
4382,濆,2,0,1,0
4383,濔,2,0,1,0
4384,濕,2,0,0,0
4385,濘,2,0,1,0
4386,濛,2,0,1,0
4387,濟,2,0,0,0
4388,濤,2,0,0,0
4389,濬,2,0,1,0
4390,濮,2,0,0,0
4391,濱,2,0,0,0
4392,濳,2,0,0,0
4393,濶,2,0,1,0
4394,濺,2,0,1,0
4395,濾,2,0,1,0
4396,瀁,2,0,1,0
4397,瀉,2,0,1,0
4398,瀋,2,0,1,0
4399,瀏,2,0,1,0
4400,瀑,2,0,1,0
4401,瀘,2,0,0,0
4402,瀚,2,0,1,0
4403,瀛,2,0,1,0
4404,瀝,2,0,1,0
4405,瀟,2,0,1,0
4406,瀰,2,0,1,0
4407,瀲,2,0,1,0
4408,瀾,2,0,1,0
4409,灌,2,0,0,0
4410,灑,2,0,1,0
4411,灣,2,0,0,0
4412,炒,2,0,1,0
4413,炙,2,0,1,0
4414,炬,2,0,1,0
4415,炮,2,0,1,0
4416,炯,2,0,1,0
4417,炳,2,0,1,0
4418,炸,2,0,1,0
4419,烋,2,0,1,0
4420,烙,2,0,1,0
4421,烝,2,0,1,0
4422,烟,2,0,1,0
4423,烱,2,0,1,0
4424,烽,2,0,1,0
4425,焉,2,0,1,0
4426,焙,2,0,1,0
4427,焜,2,0,1,0
4428,煌,2,0,1,0
4429,煕,2,0,1,0
4430,煖,2,0,1,0
4431,煢,2,0,1,0
4432,煥,2,0,1,0
4433,煦,2,0,1,0
4434,煬,2,0,1,0
4435,熄,2,0,1,0
4436,熈,2,0,1,0
4437,熏,2,0,1,0
4438,熕,2,0,1,0
4439,熙,2,0,1,0
4440,熨,2,0,1,0
4441,熬,2,0,1,0
4442,熹,2,0,1,0
4443,熾,2,0,1,0
4444,燉,2,0,1,0
4445,燎,2,0,1,0
4446,燒,2,0,0,0
4447,燔,2,0,1,0
4448,燗,2,0,1,0
4449,營,2,0,0,0
4450,燠,2,0,1,0
4451,燧,2,0,1,0
4452,燬,2,0,1,0
4453,燮,2,0,1,0
4454,燵,2,0,1,0
4455,燹,2,0,1,0
4456,燻,2,0,1,0
4457,燼,2,0,1,0
4458,燿,2,0,1,0
4459,爍,2,0,1,0
4460,爐,2,0,0,0
4461,爛,2,0,1,0
4462,爨,2,0,1,0
4463,爬,2,0,1,0
4464,爭,2,0,0,0
4465,爰,2,0,1,0
4466,爲,2,0,0,0
4467,爻,2,0,0,0
4468,爼,2,0,0,0
4469,爿,2,0,0,0
4470,牀,2,0,1,0
4471,牆,2,0,1,0
4472,牋,2,0,1,0
4473,牘,2,0,1,0
4474,牴,2,0,1,0
4475,牾,2,0,1,0
4476,犁,2,0,1,0
4477,犂,2,0,1,0
4478,犇,2,0,1,0
4479,犒,2,0,1,0
4480,犖,2,0,1,0
4481,犢,2,0,1,0
4482,犧,2,0,0,0
4483,犲,2,0,1,0
4484,犹,2,0,0,0
4485,狃,2,0,1,0
4486,狄,2,0,1,0
4487,狆,2,0,1,0
4488,狎,2,0,1,0
4489,狒,2,0,1,0
4490,狠,2,0,1,0
4491,狡,2,0,1,0
4492,狢,2,0,1,0
4493,狷,2,0,1,0
4494,狹,2,0,0,0
4495,猊,2,0,1,0
4496,猖,2,0,1,0
4497,猗,2,0,1,0
4498,猜,2,0,1,0
4499,猝,2,0,1,0
4500,猥,2,0,1,0
4501,猩,2,0,1,0
4502,猯,2,0,1,0
4503,猴,2,0,1,0
4504,猾,2,0,1,0
4505,獎,2,0,0,0
4506,獏,2,0,1,0
4507,獗,2,0,1,0
4508,獨,2,0,0,0
4509,獪,2,0,1,0
4510,獰,2,0,1,0
4511,獵,2,0,0,0
4512,獸,2,0,0,0
4513,獺,2,0,1,0
4514,獻,2,0,0,0
4515,玳,2,0,1,0
4516,玻,2,0,1,0
4517,珀,2,0,1,0
4518,珈,2,0,1,0
4519,珎,2,0,0,0
4520,珞,2,0,1,0
4521,珥,2,0,1,0
4522,珮,2,0,1,0
4523,珱,2,0,0,0
4524,珸,2,0,0,0
4525,琅,2,0,1,0
4526,琥,2,0,1,0
4527,琲,2,0,1,0
4528,琺,2,0,1,0
4529,琿,2,0,0,0
4530,瑁,2,0,1,0
4531,瑕,2,0,1,0
4532,瑙,2,0,1,0
4533,瑜,2,0,1,0
4534,瑟,2,0,1,0
4535,瑣,2,0,1,0
4536,瑤,2,0,0,0
4537,瑩,2,0,1,0
4538,瑪,2,0,1,0
4539,瑯,2,0,1,0
4540,瑰,2,0,1,0
4541,瑶,2,0,1,0
4542,瑾,2,0,1,0
4543,璋,2,0,1,0
4544,璞,2,0,1,0
4545,璢,2,0,1,0
4546,璧,2,1,2,0
4547,瓊,2,0,1,0
4548,瓏,2,0,1,0
4549,瓔,2,0,1,0
4550,瓠,2,0,1,0
4551,瓣,2,0,1,0
4552,瓧,2,0,1,0
4553,瓩,2,0,1,0
4554,瓮,2,0,1,0
4555,瓰,2,0,1,0
4556,瓱,2,0,1,0
4557,瓲,2,0,1,0
4558,瓷,2,0,1,0
4559,瓸,2,0,1,0
4560,甃,2,0,1,0
4561,甄,2,0,1,0
4562,甅,2,0,1,0
4563,甌,2,0,1,0
4564,甍,2,0,1,0
4565,甎,2,0,1,0
4566,甓,2,0,1,0
4567,甕,2,0,1,0
4568,甞,2,0,0,0
4569,甦,2,0,1,0
4570,甬,2,0,0,0
4571,甸,2,0,1,0
4572,甼,2,0,0,0
4573,畄,2,0,0,0
4574,畆,2,0,0,0
4575,畉,2,0,0,0
4576,畊,2,0,0,0
4577,畋,2,0,1,0
4578,畍,2,0,0,0
4579,畚,2,0,1,0
4580,畛,2,0,1,0
4581,畤,2,0,1,0
4582,畧,2,0,0,0
4583,畩,2,0,0,0
4584,畫,2,0,0,0
4585,畭,2,0,1,0
4586,畴,2,0,1,0
4587,當,2,0,0,0
4588,畸,2,0,1,0
4589,疂,2,0,0,0
4590,疆,2,0,1,0
4591,疇,2,0,1,0
4592,疉,2,0,0,0
4593,疊,2,0,0,0
4594,疔,2,0,1,0
4595,疚,2,0,1,0
4596,疝,2,0,1,0
4597,疣,2,0,1,0
4598,疥,2,0,1,0
4599,疱,2,0,1,0
4600,疳,2,0,1,0
4601,疵,2,0,1,0
4602,疸,2,0,1,0
4603,疼,2,0,1,0
4604,疽,2,0,1,0
4605,痂,2,0,1,0
4606,痃,2,0,1,0
4607,痊,2,0,1,0
4608,痍,2,0,1,0
4609,痒,2,0,1,0
4610,痙,2,0,1,0
4611,痞,2,0,1,0
4612,痣,2,0,1,0
4613,痰,2,0,1,0
4614,痲,2,0,1,0
4615,痳,2,0,1,0
4616,痺,2,0,1,0
4617,痼,2,0,1,0
4618,痾,2,0,1,0
4619,痿,2,0,1,0
4620,瘁,2,0,1,0
4621,瘉,2,0,1,0
4622,瘋,2,0,1,0
4623,瘍,2,1,2,0
4624,瘟,2,0,1,0
4625,瘠,2,0,1,0
4626,瘡,2,0,1,0
4627,瘢,2,0,1,0
4628,瘤,2,0,1,0
4629,瘧,2,0,1,0
4630,瘰,2,0,1,0
4631,瘴,2,0,1,0
4632,瘻,2,0,1,0
4633,癆,2,0,1,0
4634,癇,2,0,1,0
4635,癈,2,0,1,0
4636,癘,2,0,1,0
4637,癜,2,0,1,0
4638,癡,2,0,0,0
4639,癢,2,0,1,0
4640,癧,2,0,1,0
4641,癨,2,0,1,0
4642,癩,2,0,1,0
4643,癪,2,0,1,0
4644,癬,2,0,1,0
4645,癰,2,0,1,0
4646,癲,2,0,1,0
4647,癶,2,0,0,0
4648,癸,2,0,1,0
4649,發,2,0,0,0
4650,皀,2,0,0,0
4651,皃,2,0,0,0
4652,皈,2,0,0,0
4653,皋,2,0,0,0
4654,皎,2,0,1,0
4655,皓,2,0,1,0
4656,皖,2,0,1,0
4657,皙,2,0,1,0
4658,皚,2,0,1,0
4659,皰,2,0,1,0
4660,皴,2,0,1,0
4661,皷,2,0,0,0
4662,皸,2,0,1,0
4663,皹,2,0,1,0
4664,皺,2,0,1,0
4665,盂,2,0,1,0
4666,盍,2,0,1,0
4667,盒,2,0,1,0
4668,盖,2,0,0,0
4669,盜,2,0,0,0
4670,盞,2,0,1,0
4671,盡,2,0,0,0
4672,盥,2,0,1,0
4673,盧,2,0,1,0
4674,盪,2,0,1,0
4675,盻,2,0,1,0
4676,眄,2,0,1,0
4677,眇,2,0,1,0
4678,眈,2,0,1,0
4679,眛,2,0,1,0
4680,眞,2,0,0,0
4681,眤,2,0,0,0
4682,眥,2,0,1,0
4683,眦,2,0,1,0
4684,眩,2,0,1,0
4685,眷,2,0,1,0
4686,眸,2,0,1,0
4687,睇,2,0,1,0
4688,睚,2,0,1,0
4689,睛,2,0,1,0
4690,睥,2,0,1,0
4691,睨,2,0,1,0
4692,睫,2,0,1,0
4693,睹,2,0,1,0
4694,睾,2,0,1,0
4695,睿,2,0,0,0
4696,瞋,2,0,1,0
4697,瞎,2,0,1,0
4698,瞑,2,0,1,0
4699,瞞,2,0,1,0
4700,瞠,2,0,1,0
4701,瞰,2,0,1,0
4702,瞶,2,0,0,0
4703,瞹,2,0,0,0
4704,瞻,2,0,1,0
4705,瞼,2,0,1,0
4706,瞽,2,0,1,0
4707,瞿,2,0,1,0
4708,矇,2,0,1,0
4709,矍,2,0,1,0
4710,矗,2,0,0,0
4711,矚,2,0,1,0
4712,矜,2,0,1,0
4713,矣,2,0,1,0
4714,矮,2,0,1,0
4715,矼,2,0,1,0
4716,砌,2,0,1,0
4717,砒,2,0,1,0
4718,砠,2,0,1,0
4719,硅,2,0,1,0
4720,硴,2,0,0,0
4721,硼,2,0,1,0
4722,碆,2,0,0,0
4723,碌,2,0,1,0
4724,碎,2,0,0,0
4725,碚,2,0,1,0
4726,碣,2,0,1,0
4727,碪,2,0,1,0
4728,碯,2,0,0,0
4729,碵,2,0,0,0
4730,碼,2,0,1,0
4731,碾,2,0,1,0
4732,磅,2,0,1,0
4733,磆,2,0,0,0
4734,磊,2,0,1,0
4735,磋,2,0,1,0
4736,磑,2,0,1,0
4737,磔,2,0,1,0
4738,磚,2,0,1,0
4739,磧,2,0,1,0
4740,磬,2,0,1,0
4741,磴,2,0,1,0
4742,磽,2,0,1,0
4743,礇,2,0,0,0
4744,礑,2,0,1,0
4745,礒,2,0,1,0
4746,礙,2,0,1,0
4747,礦,2,0,0,0
4748,礪,2,0,0,0
4749,礫,2,0,1,0
4750,礬,2,0,1,0
4751,祀,2,0,1,0
4752,祓,2,0,1,0
4753,祕,2,0,0,0
4754,祗,2,0,1,0
4755,祚,2,0,1,0
4756,祟,2,0,1,0
4757,祠,2,0,1,0
4758,祺,2,0,1,0
4759,祿,2,0,0,0
4760,禀,2,0,1,0
4761,禊,2,0,1,0
4762,禝,2,0,1,0
4763,禧,2,0,1,0
4764,禪,2,0,0,0
4765,禮,2,0,0,0
4766,禳,2,0,1,0
4767,禹,2,0,1,0
4768,禺,2,0,1,0
4769,秉,2,0,1,0
4770,秕,2,0,1,0
4771,秡,2,0,0,0
4772,秣,2,0,1,0
4773,秧,2,0,1,0
4774,秬,2,0,1,0
4775,稈,2,0,1,0
4776,稍,2,0,1,0
4777,稘,2,0,0,0
4778,稙,2,0,0,0
4779,稟,2,0,1,0
4780,稠,2,0,1,0
4781,稱,2,0,0,0
4782,稷,2,0,1,0
4783,稻,2,0,0,0
4784,稾,2,0,0,0
4785,穃,2,0,0,0
4786,穉,2,0,0,0
4787,穗,2,0,0,0
4788,穡,2,0,1,0
4789,穢,2,0,1,0
4790,穩,2,0,0,0
4791,穰,2,0,0,0
4792,穹,2,0,1,0
4793,穽,2,0,1,0
4794,窈,2,0,1,0
4795,窕,2,0,1,0
4796,窖,2,0,1,0
4797,窗,2,0,0,0
4798,窘,2,0,1,0
4799,窩,2,0,1,0
4800,窰,2,0,0,0
4801,窶,2,0,1,0
4802,窿,2,0,1,0
4803,竄,2,0,1,0
4804,竅,2,0,1,0
4805,竇,2,0,1,0
4806,竈,2,0,0,0
4807,竊,2,0,0,0
4808,竍,2,0,1,0
4809,竏,2,0,1,0
4810,竒,2,0,0,0
4811,竓,2,0,1,0
4812,竕,2,0,1,0
4813,站,2,0,1,0
4814,竚,2,0,1,0
4815,竝,2,0,0,0
4816,竟,2,0,1,0
4817,竡,2,0,1,0
4818,竢,2,0,1,0
4819,竦,2,0,1,0
4820,竭,2,0,1,0
4821,竰,2,0,1,0
4822,竸,2,0,0,0
4823,笂,2,0,0,0
4824,笄,2,0,1,0
4825,笆,2,0,1,0
4826,笊,2,0,1,0
4827,笋,2,0,1,0
4828,笏,2,0,1,0
4829,笘,2,0,1,0
4830,笙,2,0,1,0
4831,笞,2,0,1,0
4832,笨,2,0,1,0
4833,笳,2,0,1,0
4834,笵,2,0,1,0
4835,笶,2,0,0,0
4836,筅,2,0,1,0
4837,筌,2,0,1,0
4838,筍,2,0,1,0
4839,筐,2,0,1,0
4840,筝,2,0,1,0
4841,筥,2,0,1,0
4842,筧,2,0,1,0
4843,筬,2,0,1,0
4844,筮,2,0,1,0
4845,筰,2,0,1,0
4846,筱,2,0,1,0
4847,筴,2,0,1,0
4848,筵,2,0,1,0
4849,筺,2,0,1,0
4850,箋,2,1,2,0
4851,箍,2,0,1,0
4852,箏,2,0,1,0
4853,箒,2,0,1,0
4854,箘,2,0,1,0
4855,箙,2,0,1,0
4856,箚,2,0,1,0
4857,箜,2,0,1,0
4858,箝,2,0,1,0
4859,箟,2,0,0,0
4860,箴,2,0,1,0
4861,篁,2,0,1,0
4862,篆,2,0,1,0
4863,篋,2,0,1,0
4864,篌,2,0,1,0
4865,篏,2,0,0,0
4866,篝,2,0,1,0
4867,篥,2,0,1,0
4868,篦,2,0,0,0
4869,篩,2,0,1,0
4870,篳,2,0,1,0
4871,篶,2,0,0,0
4872,篷,2,0,1,0
4873,簀,2,0,1,0
4874,簇,2,0,1,0
4875,簍,2,0,1,0
4876,簑,2,0,1,0
4877,簒,2,0,1,0
4878,簓,2,0,1,0
4879,簔,2,0,1,0
4880,簗,2,0,1,0
4881,簟,2,0,1,0
4882,簣,2,0,1,0
4883,簧,2,0,1,0
4884,簪,2,0,1,0
4885,簫,2,0,1,0
4886,簷,2,0,1,0
4887,簽,2,0,1,0
4888,籀,2,0,1,0
4889,籃,2,0,1,0
4890,籌,2,0,1,0
4891,籏,2,0,0,0
4892,籐,2,0,1,0
4893,籔,2,0,1,0
4894,籖,2,0,1,0
4895,籘,2,0,0,0
4896,籟,2,0,1,0
4897,籠,2,1,2,0
4898,籤,2,0,1,0
4899,籥,2,0,1,0
4900,籬,2,0,1,0
4901,籵,2,0,1,0
4902,粃,2,0,1,0
4903,粐,2,0,0,0
4904,粡,2,0,0,0
4905,粢,2,0,1,0
4906,粤,2,0,1,0
4907,粨,2,0,1,0
4908,粫,2,0,0,0
4909,粭,2,0,0,0
4910,粮,2,0,0,0
4911,粱,2,0,1,0
4912,粲,2,0,1,0
4913,粳,2,0,1,0
4914,粹,2,0,0,0
4915,粽,2,0,1,0
4916,糀,2,0,1,0
4917,糂,2,0,1,0
4918,糅,2,0,1,0
4919,糒,2,0,1,0
4920,糘,2,0,0,0
4921,糜,2,0,1,0
4922,糢,2,0,0,0
4923,糯,2,0,1,0
4924,糲,2,0,1,0
4925,糴,2,0,1,0
4926,糶,2,0,1,0
4927,糺,2,0,1,0
4928,紂,2,0,1,0
4929,紆,2,0,1,0
4930,紊,2,0,1,0
4931,紕,2,0,1,0
4932,紜,2,0,1,0
4933,紮,2,0,1,0
4934,紲,2,0,1,0
4935,紵,2,0,1,0
4936,紿,2,0,1,0
4937,絅,2,0,1,0
4938,絆,2,0,1,0
4939,絋,2,0,0,0
4940,絎,2,0,1,0
4941,絏,2,0,1,0
4942,絖,2,0,1,0
4943,絛,2,0,1,0
4944,絣,2,0,1,0
4945,絨,2,0,1,0
4946,絮,2,0,1,0
4947,絲,2,0,0,0
4948,絳,2,0,1,0
4949,絽,2,0,1,0
4950,綉,2,0,1,0
4951,綏,2,0,1,0
4952,經,2,0,0,0
4953,綛,2,0,1,0
4954,綟,2,0,1,0
4955,綢,2,0,1,0
4956,綣,2,0,1,0
4957,綫,2,0,1,0
4958,綮,2,0,1,0
4959,綯,2,0,1,0
4960,綰,2,0,1,0
4961,綵,2,0,1,0
4962,綸,2,0,1,0
4963,綺,2,0,1,0
4964,綽,2,0,1,0
4965,緇,2,0,1,0
4966,緕,2,0,0,0
4967,緘,2,0,1,0
4968,緜,2,0,0,0
4969,緝,2,0,1,0
4970,緞,2,0,1,0
4971,緡,2,0,1,0
4972,緤,2,0,1,0
4973,緲,2,0,1,0
4974,緻,2,1,2,0
4975,縅,2,0,1,0
4976,縉,2,0,1,0
4977,縊,2,0,1,0
4978,縋,2,0,1,0
4979,縒,2,0,1,0
4980,縟,2,0,1,0
4981,縡,2,0,1,0
4982,縢,2,0,1,0
4983,縣,2,0,0,0
4984,縱,2,0,0,0
4985,縲,2,0,1,0
4986,縵,2,0,1,0
4987,縷,2,0,1,0
4988,縹,2,0,1,0
4989,縺,2,0,1,0
4990,縻,2,0,1,0
4991,總,2,0,0,0
4992,繃,2,0,1,0
4993,繆,2,0,1,0
4994,繖,2,0,1,0
4995,繙,2,0,1,0
4996,繚,2,0,1,0
4997,繝,2,0,1,0
4998,繞,2,0,1,0
4999,繦,2,0,1,0
5000,繧,2,0,1,0
5001,繩,2,0,0,0
5002,繪,2,0,0,0
5003,繹,2,0,1,0
5004,繻,2,0,1,0
5005,繼,2,0,0,0
5006,繽,2,0,1,0
5007,繿,2,0,0,0
5008,纃,2,0,1,0
5009,纈,2,0,1,0
5010,纉,2,0,1,0
5011,續,2,0,0,0
5012,纎,2,0,0,0
5013,纐,2,0,1,0
5014,纒,2,0,0,0
5015,纓,2,0,1,0
5016,纔,2,0,1,0
5017,纖,2,0,0,0
5018,纛,2,0,1,0
5019,纜,2,0,1,0
5020,缸,2,0,1,0
5021,缺,2,0,0,0
5022,罅,2,0,1,0
5023,罌,2,0,1,0
5024,罍,2,0,1,0
5025,罎,2,0,1,0
5026,罐,2,0,0,0
5027,网,2,0,0,0
5028,罔,2,0,1,0
5029,罕,2,0,1,0
5030,罘,2,0,1,0
5031,罟,2,0,1,0
5032,罠,2,0,1,0
5033,罧,2,0,1,0
5034,罨,2,0,1,0
5035,罩,2,0,1,0
5036,罸,2,0,0,0
5037,罹,2,0,1,0
5038,羂,2,0,1,0
5039,羃,2,0,1,0
5040,羆,2,0,1,0
5041,羇,2,0,1,0
5042,羈,2,0,1,0
5043,羌,2,0,1,0
5044,羔,2,0,1,0
5045,羚,2,0,1,0
5046,羝,2,0,1,0
5047,羞,2,1,2,0
5048,羣,2,0,0,0
5049,羮,2,0,0,0
5050,羯,2,0,1,0
5051,羲,2,0,1,0
5052,羶,2,0,1,0
5053,羸,2,0,1,0
5054,羹,2,0,1,0
5055,翅,2,0,1,0
5056,翆,2,0,0,0
5057,翊,2,0,1,0
5058,翔,2,0,1,0
5059,翕,2,0,1,0
5060,翡,2,0,1,0
5061,翦,2,0,1,0
5062,翩,2,0,1,0
5063,翳,2,0,1,0
5064,翹,2,0,1,0
5065,耄,2,0,1,0
5066,耆,2,0,1,0
5067,耋,2,0,1,0
5068,耒,2,0,0,0
5069,耘,2,0,1,0
5070,耙,2,0,1,0
5071,耜,2,0,1,0
5072,耡,2,0,1,0
5073,耨,2,0,1,0
5074,耻,2,0,0,0
5075,耿,2,0,1,0
5076,聆,2,0,1,0
5077,聊,2,0,1,0
5078,聒,2,0,1,0
5079,聘,2,0,1,0
5080,聚,2,0,1,0
5081,聟,2,0,1,0
5082,聢,2,0,1,0
5083,聨,2,0,0,0
5084,聰,2,0,0,0
5085,聲,2,0,0,0
5086,聳,2,0,1,0
5087,聶,2,0,1,0
5088,聹,2,0,0,0
5089,聽,2,0,0,0
5090,聿,2,0,1,0
5091,肄,2,0,1,0
5092,肅,2,0,0,0
5093,肆,2,0,1,0
5094,肓,2,0,1,0
5095,肚,2,0,1,0
